代码 / Code,名称 / Name,代码 / Code,备注 / Notes
T26,车身（驾驶室）及附件,T20/29,外部和内部尺寸、驾驶员的位置与视野、乘客座椅和头枕，轿车行李箱容积、车门铰链、风挡玻璃的除霜和除雪系统等。门锁、玻璃升降器、暖风装置、冷气装置、刮水器、大灯和风挡玻璃清洗器、后视镜、反光镜、遮阳板等。
T27,车箱,T20/29,槽式、厢式、罐式、专用车厢及其锁紧机构等。
T28,车前板金零件,T20/29,散热器罩、发动机罩、翼子板、挡泥杆、脚踏板等。
T30,车辆通用零部件综合,T30/34,紧固件的强度分级、拧紧力矩及通孔尺寸系列等。
T31,紧固件,T30/34,螺栓、螺钉、螺柱、螺母、挡圈、垫圈、铆钉、开口销、圆销键等。
T32,螺塞、管件,T30/34,磁性螺塞、管接头、管卡等。
T33,润滑件、密封件、联接件,T30/34,
T34,其他,T30/34,保险阀、通气塞、铅封等。
T35,车用电子、电气设备与仪表综合,T35/39,术语、符号、型号、电线颜色选用规则、电气设备基本技术条件等。
T36,电子、电气设备,T35/39,自动空调、燃油喷射等电子装置，音响设备、点烟器、直流和交流发电机、起动机、磁电机、电线接头及汽车电器试验台等。牵引电气设备入K63。
T37,点火装置,T35/39,各种类型火花塞、分电器、高压线圈、集电器、高压阻尼线、火花塞板紧扭矩等。电热塞、锅炉高能点火器等入此。
T38,照明与信号设备,T35/39,车前大灯、信号灯、牌照灯等。
T39,车用仪表及测试设备,T35/39,车速里程表、电流表、油量表、水温表、机油压力表、机油温度表、转速表等。汽车性能测试用第五轮仪、减速仪、流量计、油耗计及测功机等。
T40,汽车综合,T40/49,汽车分类命名、基本参数系列、设计计算方法、通用技术条件、随车工具等。
T41,轿车,T40/49,各种轿车的品种、规格、技术条件、定型规程及试验方法等。
T42,客车,T40/49,中型、大型客车及旅游汽车的品种、规格、技术条件、定型规程及试验方法等。
T43,载货汽车,T40/49,微型、轻型、中型、重型载货汽车的品种、规格、技术条件、定型规程及试验方法等。
T44,越野汽车,T40/49,微型、轻型、中型、重型越野汽车的品种、规格、技术条件、定型规程及试验方法等。
T45,牵引汽车,T40/49,配重牵引汽车和鞍式牵引汽车的品种、规格、技术条件、定型规程及试验方法等。
T46,自卸汽车,T40/49,非改装的自卸汽车品种、规格、技术条件、定型规程及试验方法等。载货汽车改装的自卸汽车入T59。
T47,新能源汽车及其他类型汽车,T40/49,电磁动力能、太阳能、原子能及氢（氧）气汽车、低级能源汽车（蒸汽、煤气、沼气、压缩气体、渣油为动力的机车），电动汽车（以蓄电池、柴油机、发电机为动力的电动汽车），燃气轮汽车与喷气汽车的品种、规格、技术条件、定型规程及试验方法等。
T50,专用汽车综合,T50/59,专用汽车分类命名、参数条例、设计计算方法、通用技术条件等。
T51,市政专用汽车,T50/59,环境卫生车、广播录音车、电视录像车、电视转播车、邮政车、警车、消防车等。
T52,生活服务汽车,T50/59,食品运输车、冷藏车、保温车、售货车等。
T53,工程汽车,T50/59,高空作业车、工程救险车、水泥罐车、专用工程车等。
T54,农、牧、副、渔用汽车,T50/59,粉状粮食运输车、农业灌溉车、活鱼运输车、养蜂车、饲料加工车、牲畜运输车、牧草运输车、禽蛋运输车、液态化肥罐车、农机修理车及农用挂车等。
T55,林业、煤炭运输汽车,T50/59,木材运输车、煤炭运输车等。
T56,医疗、防疫汽车,T50/59,救护车、急救车、X光透视车、防疫监测车、流动医疗车等。
T57,集装箱专用汽车,T50/59,集装箱专用挂车入T71。
T58,油罐汽车,T50/59,石油罐车、汽油（柴油、煤油）罐车、润滑油罐车、液体石油汽罐车等。
T59,其他专用汽车,T50/59,载货汽车改装的自卸汽车入此。内燃机入J90/96，与汽车通用的零部件入T30/34。
T60,拖拉机综合,T60/69,术语、型号、参数、安全要求、使用与维修等。
T61,拖拉机,T60/69,轮式、手扶式、履带式、船形等拖拉机的规格、技术条件、试验方法、检验规则等。
T62,液压悬挂系统,T60/69,泵、分配器、油缸、操纵机构、管路、油箱、液压输出装置、提升器、悬挂装置等。
T63,传动系统,T60/69,离合器、变速器、传动轴、后桥、最终传动、分动箱、液压操纵装置等。
T64,行走系统,T60/69,车架、车轮、输毂、轮辋、前轴、悬架、履带等。
T65,转向系统,T60/69,转向盘、转向器、转向传动机构、转向液压操纵机构等。
T66,制动系统,T60/69,机械、液压、气制动系统、手制动装置等。
T67,动力输出轴、牵引装置及附件,T60/69,牵引装置、拖挂装置、动力输出轴、皮带轮等。
T68,电器、仪表,T60/69,与汽车通用的电器和仪表入T35/39。
T69,驾驶室与其他,T60/69,驾驶室、燃油箱、机罩等。
T70,挂车综合,T70/79,术语、符号、轴负荷分配的计算方法、通用的技术条件等。
T71,挂车,T70/79,挂车、半挂车及专用挂车。
T72,牵引装置,T70/79,钩环牵引装置、球形牵引装置、鞍式牵引机构和主销等。
T73,承载系统,T70/79,转盘、车架、悬挂、车轴、轮毂、轮辋、半挂车的支承装置等。轮胎入G41。
T74,制动系统,T70/79,气压、真空、电磁制动系统，挂车制动联结装置、分配阀、制动气室、储气筒等。
T75,车箱,T70/79,槽式、厢式、罐式、专用车箱及其锁紧机构等。
T76,电气设备与灯具,T70/79,挂车的电气联结装置、转向信号灯、制动灯、牌照灯、示廓灯等。
T80,摩托车综合,T80/89,二轮摩托车、三轮摩托车、轻便摩托车的分类命名、参数系列、设计计算方法、通用技术条件、台架和道路行驶试验方法等。
T81,发动机,T80/89,发动机的系列、重量、性能、安装尺寸、技术条件、净化装置、供油与润滑等。
T82,传动和制动系统,T80/89,离合器、变速器、链条和链轮、制动器、钢丝绳锁止块等。
T83,承载系统,T80/89,车座、车架、减震器、轮辋、辐条和螺母等。轮胎入G41。
T84,转向与操纵系统,T80/89,操纵机构的位置和标记符号、手把的角度和宽度等。
T85,电子、电气设备,T80/89,磁电机、电点火用防干扰装置、喇叭、照明和信号装置、速度警报器等。
T90,无轨电车与其他车辆综合,T90/99,
T91,无轨电车零部件,T90/99,牵引电气设备入K63。
T92,无轨电车,T90/99,品种、规格、设计计算方法、技术条件等。
T93,无轨电车牵引供电,T90/99,通用的牵引变电设备和接网零件入S80/82。
T99,非机动车辆,T90/99,手推车、脚踏三轮车、畜力车、架子车、搬运小车等。
U00,标准化、质量管理,U00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
U01,技术管理,U00/09,技术文件管理，能源管理，设备、工具管理等。
U02,经济管理,U00/09,计划、供销、财务、劳资管理等。
U04,基础标准与通用方法,U00/09,术语、符号、标志、分类命名、协调要素、设计计算方法、环境条件等。通用的环境条件及其试验方法入A21。
U05,船舶用材料及其检验方法,U00/09,船舶专用材料及材料选用及其检验方法等。船体防护技术入此。通用的金属、非金属材料入H、G、Q类。
U06,船舶工艺,U00/09,
U07,电子计算机应用,U00/09,
U08,标志、包装、运输、贮存,U00/09,
U09,卫生、安全、劳动保护,U00/09,
U10,船舶总体综合,U10/19,船型系列型谱入此。
U11,船舶理论与船模试验,U10/19,
U12,船体通用结构,U10/19,仓壁、甲板、上层建筑、基座、船舱、护舷材、木质敷设机构等。
U13,海洋交通运输船总体,U10/19,集装箱船入此。
U14,内河交通运输船总体,U10/19,
U15,渔船总体,U10/19,
U16,工程船、调查船总体,U10/19,
U17,海洋平台总体,U10/19,
U18,小型船总体,U10/19,水泥船、玻璃钢船、游艇、帆船、气垫船、深潜器等。农用船入此。
U20,舾装设备综合,U20/29,
U21,系泊设备,U20/29,锚、锚链、系泊、顶推装置等。
U22,甲板机械,U20/29,起锚机、绞盘、起货机、起艇机、舵机等。
U23,消防设备,U20/29,通用消防技术与设备入C80/89。
U24,船用装置,U20/29,起重、拖曳、操舵装置等。
U25,舱室设备,U20/29,船用家具，厨房、卫生、医疗设备、舱室属具等。
U26,舱面属具,U20/29,关闭设备、梯、栏杆、天幕、甲板用具等。
U27,救生设备,U20/29,救生设备及救生属具、吊艇设备及艇架等。
U28,水下舾装,U20/29,
U30,船舶专用装备综合,U30/39,
U31,海洋交通运输船专用设备,U30/39,
U32,内河交通运输船专用设备,U30/39,
U33,渔船专用装备,U30/39,
U34,工程船、调查船专用装备,U30/39,
U35,海洋平台专用装备,U30/39,
U37,小型船专用装备,U30/39,
U40,船用主辅机综合,U40/49,
U41,船用锅炉与蒸汽机,U40/49,船用主、副锅炉及其附件，蒸汽机等。
U42,机舱设备,U40/49,海水淡化装置、热交换器、机舱各种容器、防污染设备等。
U43,船用汽轮机与燃气轮机,U40/49,
U44,船用内燃机,U40/49,船用内燃机总体、零部件、附件等。
U46,船用核动力装置,U40/49,反应堆入F60/69。
U47,舱室辅机,U40/49,船用泵、风机、压缩机，空调与制冷装置等。
U48,轴系设备,U40/49,尾轴设备、制动器、联轴器、离合器、减速器、并车装置、特种推进装置、可调螺旋桨及其装置等。
U50,船舶管路附件综合,U50/59,
U52,船用阀件,U50/59,船用截止阀、止回阀、截止止回阀、减压阀、安全阀、节流阀、泄放阀、通海阀、防浪阀、阀箱等。
U53,船用闸阀与旋塞,U50/59,船用蝶阀、闸阀、球阀、旋塞等。
U54,船用通风附件,U50/59,船用通风头、配风器、通风栅、通风闸阀、通风管件等。
U55,船用管件,U50/59,船用管路支架、管接头、通舱管件、法兰、注水管、液位表等。
U56,船内通信遥控与操纵附件,U50/59,船用传令钟发送与接受器、传话管及其附件、传动附件等。
U57,船用液压、气动元件及附件,U50/59,
U60,船舶电气、观通、导航设备综合,U60/69,
U61,船用发电、变电与配电设备,U60/69,船用电机、变压器、变流变频机、电站、化学电源、配电设备等。
U62,船用电控装置及测量设备,U60/69,船用电控、遥测、自动化设备及测量设备等。
U63,船用照明与其他电器,U60/69,船用灯具（含信号灯）、电热设备、其他电器等。
U65,导航设备,U60/69,船舶导航系统与导航设备（含普航设备）等。
U66,船舶通信设备,U60/69,船用有线及无线电通信设备等。
U67,水声设备,U60/69,
U68,船舶观察设备,U60/69,
U69,船用电气安装件,U60/69,船用电缆安装与保护元件，灯具安装支架，电器安装支架及底座，接地装置元件等。
U80,船舶制造工艺装备综合,U80/89,
U81,船体制造工艺装备,U80/89,
U82,轮机制造工艺装备,U80/89,
U83,电气设备制造工艺装备,U80/89,
U84,船舶仪表制造工艺装备,U80/89,
U90,造船专用设备综合,U90/99,
U91,造船专用设备,U90/99,
U92,制造主辅机专用设备,U90/99,
U93,造船用仪器仪表专用设备,U90/99,
U99,造船用其他设备,U90/99,
V00,标准化、质量管理,V00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
V01,技术管理,V00/09,技术文件管理，能源管理，设备、工具管理等。
V02,经济管理,V00/09,计划、供销、财务、劳资管理等。
V04,基础标准与通用方法,V00/09,术语、符号、分类命名、设计计算方法等。
V05,可靠性,V00/09,通用的可靠性及其试验方法入A20。
V06,环境条件,V00/09,通用的环境条件及其试验方法入A21。
V07,电子计算机应用,V00/09,
V08,标志、包装、运输、贮存,V00/09,航徽、航服入此。
V09,卫生、安全、劳动保护,V00/09,航空医学入C05。
V10,航空、航天材料基础标准,V10/19,
V11,航空与航天用金属铸锻材料,V10/19,经再加工的金属铸、锻材料，铸件和锻件材料选用及其检验方法等。
V13,航空与航天用非金属材料,V10/19,经再加工的非金属材料及其检验方法等。
V15,复合材料与固体燃料,V10/19,
V16,热加工工艺,V10/19,
V18,冷加工工艺,V10/19,
V20,紧固件,V20/29,航空器与航天器专用螺钉、螺母、螺栓、铆钉等。
V21,管件、卡箍、密封件,V20/29,航空器与航天器专用管路附件、卡箍、密封件等。
V22,机械配件、构件,V20/29,航空器与航天器操纵系统配件、传动系统配件、机件结构构造等。
V23,弹性元件,V20/29,
V25,电子元器件,V20/29,航空器与航天器专用插件、继电器等。通用接插件、继电器入L24/25
V26,传感元件,V20/29,传感器、应变片、应变丝等。通用的传感元件入N05。
V27,电气装置用结构件,V20/29,各种封头帽盖及其他结构件。
V28,航天用起爆点火装置,V20/29,电发火管、点火器、爆炸螺栓等。
V29,航天用液压元件与附件,V20/29,液压马达、作动筒等。
V30,发动机总体,V30/34,总体要求、实验规范、结构强度等。
V31,发动机辅助系统及其附件,V30/34,起动点火系统、操纵调节系统、滑油系统等及其附件。
V32,发动机零部件,V30/34,专用零部件及机构件。
V35,航空器及其附件综合,V35/49,航空器适航性条例等。
V36,总体技术要求,V35/49,气动、结构、强度的要求等。
V37,操纵系统及其附件,V35/49,人工操纵和自动飞行控制系统，特殊控制系统等。
V38,液压、冷气系统及其附件,V35/49,
V39,燃油系统及其附件,V35/49,燃油系统安全规范入此。
V40,电气系统与设备,V35/49,
V41,导航通讯系统与设备,V35/49,仪表导航、无线电导航、航空器内通信、导航通信识别系统与设备。通用雷达、导航设备入M53。
V42,起飞着陆装置,V35/49,着陆机轮及附件、刹车系统、阻力伞等。
V43,动力安装与操纵,V35/49,安装与操纵要求，火警系统试验与安装等。
V44,生命保障系统与设备,V35/49,空调、救生、生活系统，人类工效规范，试验程序等。
V45,航空仪表,V35/49,驾驶导航仪表、发动机仪表，自动化仪表与显示装置、飞行环境记录装置、突防装置等。通用仪表入N类。
V46,航空器试验设备,V35/49,风洞、试车台试验设备等。
V47,航空气球,V35/49,气象用航空气球等。
V50,航空运输与地面设备综合,V50/59,飞机选型、代号、标号，飞机使用年限与报废标准等。
V51,客运,V50/59,客运业务管理、订票系统及设备、机舱设备、服务设备、检查标准及票证格式等。
V52,货运,V50/59,货运业务管理、航空集装箱运输、散杂件、特种货物、危险货物运输及运输装卸规章制度等。
V53,通用航空,V50/59,农业、林业航空技术设备、航空摄影、探矿、吊挂、救护技术设备等。
V54,空中交通管制,V50/59,通信导航、航行管制、气象情报、飞机跑道灯光、安全保障、助航等系统及设备等。
V55,航空器维护与管理,V50/59,飞机本体、发动机、机载设备、安全设备、仪表、滑油控制系统等的维修检测。
V56,机场地面服务系统及设备,V50/59,航班显示系统、指挥控制系统、安全检查系统、航油管理系统等及设备，旅客通道设备、机库管理及设备等。
V57,特种车辆,V50/59,飞机牵引车、电源车、充氧车、加油车、客梯等。通用车辆入T类。
V58,飞行训练与设备,V50/59,飞行员、乘务员、机务员训练及设备等。
V59,航空体育设备,V50/59,滑翔机、航模、运动伞等。
V70,航天器综合,V70/79,航天器型号入此。
V71,航天器总体,V70/79,
V72,航天器动力系统,V70/79,各种喷气发动机及其部件、组件、附件、贮存器等。
V73,航天器控制导引系统,V70/79,控制导引系统及组成系统的仪器、仪表、测试设备等。
V74,航天器稳定系统,V70/79,稳定系统及组成系统的仪器、仪表、测试设备等。
V75,航天器遥测遥感系统,V70/79,包括组成系统的仪器、仪表、设备等。各类传感器入V26。
V76,航天器用能源设备,V70/79,电源、气源等设备。
V80,航天地面设备综合,V80/89,
V81,地面测试设备,V80/89,单元测试、综合测试设备等。
V82,地面测控设备,V80/89,
V83,地面控制与导引系统,V80/89,制导站及其组成等。通用导航、雷达设备入M53。
V84,运输、吊装与加注设备,V80/89,装运工具、各种吊具及燃料油加注设备等。通用消防设备入C80/89。
V85,发射、发控设备,V80/89,发射、发控设备及其部件、组件、附件等。
V86,地面能源设备,V80/89,地面用电源、气源设备及其部件、组件、附件等。
V90,航空器与航天器制造用设备综合,V90/99,
V91,刀具,V90/99,专用金属切削刀具及其辅助工具。
V92,量具,V90/99,专用检验、测量器具及辅助工具。
V93,夹具,V90/99,
V94,模具,V90/99,专用冷冲、锻、铸模具，橡胶、塑料模具，组合式模具等。
V95,工具,V90/99,专用装备、焊接、热处理、表面处理、非金属材料加工工具等。
V96,飞机制造专用设备,V90/99,飞机及其零部件制造、装配用设备及各种试验设备。
V97,航天器制造专用设备,V90/99,航天器及其零部件制造、装配、测量、试验设备。
W00,标准化、质量管理,W00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
W01,技术管理,W00/09,技术文件管理，能源管理，设备、工具管理等。
W02,经济管理,W00/09,计划、供销、财务、劳资管理等。
W04,基础标准与通用方法,W00/09,术语，符号，设计方法，取样、制样方法，纤维通用试验方法等。
W05,工艺,W00/09,原料加工、纺、织、染整工艺等。
W06,综合利用,W00/09,废花、废丝、废纺、废液综合利用等。
W07,电子计算机应用,W00/09,
W08,标志、包装、运输、贮存,W00/09,
W09,卫生、安全、劳动保护,W00/09,
W10,棉纺织综合,W10/19,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。
W11,棉半制品,W10/19,纯棉、棉混纺、纯化纤棉、棉卷、棉条、棉絮等。
W12,棉纱、线,W10/19,纯棉、棉混纺、棉型化纤沙和线等。
W13,棉坯布及制品,W10/19,纯棉、棉混纺、棉型化纤坯布等。匹染、印花布入W71。
W20,毛纺织综合,W20/29,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。
W21,毛半制品,W20/29,羊毛、兔毛、驼毛等工业分级，毛、洗净毛、毛条（包括毛混纺、化纤毛）等。
W22,毛纱、线,W20/29,纯毛纱、线，毛混纺纱、线，纯化纤毛纱、线等。针织、编织用纯毛、毛混纺毛线入W61。
W23,毛坯布及制品,W20/29,纯毛、毛混纺，纯化纤毛纺织精、粗呢、绒、长毛绒等坯布。匹染、印花呢绒入W72。
W27,工业用呢、毡,W20/29,造纸用、纺织用、印刷用呢，工业用毡等。日用毛毡入此。
W30,麻纺织综合,W30/39,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。
W31,麻半制品,W30/39,黄（洋）青麻的熟麻，苎麻的精干麻，麻条、落麻、亚麻、胡麻的打成麻等。
W32,麻纱、线,W30/39,工业用苎麻、黄麻、亚麻等纯麻、麻混纺、纯化纤麻纱和线等。
W33,麻布,W30/39,黄（洋）麻、青麻、苎麻、亚麻等纯麻坯布，麻混纺坯布，纯化纤麻布等。各种麻袋入此。匹染、印花麻布入W73。
W40,丝、绸综合,W40/49,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。
W41,丝、绸半制品,W40/49,混茧、剥茧、选茧、煮茧、剿丝、复摇、经轴、绢丝纺、绸丝纺原料等。
W42,丝制纱、线,W40/49,桑蚕丝、榨蚕丝、双宫丝、加燃丝、绢丝、妯丝等纱和线等。
W43,丝和丝交织品,W40/49,纯桑蚕丝、纯榨蚕丝织品，桑蚕丝交织品、榨蚕丝交织品，纯化纤丝织品，绢绸、绸绸等。匹染、印花丝绸入W74。
W50,化学纤维综合,W50/54,术语、分类、命名、抽样方法，分析、试验、评定方法、检验规则等。
W51,化学纤维半制品,W50/54,棉浆泊、木浆泊等。
W52,化学纤维,W50/54,锦纶、涤纶、晴纶、维纶、氯纶、丙纶、粘胶等。
W55,纺织制品综合,W55/59,术语、分类、命名、抽样方法、分析、试验、评定方法、检验规则等。
W56,毯类,W55/59,毯类及其制品，毛毯、绒毯、线毯、棉毯、地毯、挂毯（包括毛、混纺、纯化纤毯）等。
W57,纺织复制品,W55/59,床上用品、毛巾、手帕、窗帘等。
W58,线 、带、绳,W55/59,线、带、绳及梭织花边、商标等。医用缝合线入C48，消防水带入C84，渔业用线、绳入B56，毛线入W61。
W59,其他纺织制品,W55/59,无纺布、漆布、各种工业用布等。工业用呢入W27。
W60,针织综合,W60/69,术语、分类、命名、通用试验方法、检验规则等。
W61,针织用纱、线,W60/69,针织、编织用纯纺、混纺、纯化纤纱和线，纯纺、混纺、纯化纤毛线等。
W62,针织坯布,W60/69,各种纯纺、混纺针织坯布，针织毛皮，天鹅绒面料等。经编织入此。
W63,针织品,W60/69,帽子、手套、袜子、围巾、花边等。针织服装入此。
W70,印染制品综合,W70/79,术语、通用试验方法、检验规则等。
W71,棉与棉混纺织物印染品,W70/79,匹染及印花产品入此。棉条染、染色纤维纺织品入W10/19。
W72,毛与毛混纺织物印染品,W70/79,匹染及印花产品入此。毛条染、染色纤维纺织品入W20/29。
W73,麻与麻混纺织物印染品,W70/79,匹染及印花产品入此。丝条染、染色纤维纺织品入W30/39。
W74,丝与丝混纺织物印染品,W70/79,匹染及印花产品入此。丝条染、染色纤维纺织品入W40/49。
W76,纺织制品印染,W70/79,
W77,针织品印染,W70/79,
W90,纺织机械与器具综合,W90/99,术语、符号、设计计算方法，通用试验方法检验规则等。
W91,纺织机械零部件,W90/99,
W92,纺织机械用电气与自动化控制装置,W90/99,
W93,纺部机械与器具,W90/99,
W94,织部机械与器具,W90/99,
W95,染整机械与器具,W90/99,
W96,针织、纺织制品机械与器具,W90/99,
W97,化纤机械与器具,W90/99,
W98,纺织检测仪器,W90/99,
X00,标准化、质量管理,X00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
X01,技术管理,X00/09,技术文件管理，能源管理，设备、工具管理等。
X02,经济管理,X00/09,计划、供销、财务、劳资管理等。
X04,基础标准与通用方法,X00/09,术语，符号，取样、制样方法，通用分析、试验方法等。
X07,电子计算机应用,X00/09,
X08,标志、包装、运输、贮存,X00/09,包装标志等。
X09,卫生、安全、劳动保护,X00/09,
X10,食品加工与制品综合,X10/29,术语、食品的成分规定等。
X11,粮食加工与制品,X10/29,谷物、薯类、豆类等加工与制品。糕点入X28。
X14,油脂加工与制品,X10/29,植物油、动物油、香料油等。人造奶油入此。
X16,乳与乳制品,X10/29,鲜奶、消毒乳、乳制品等。代乳品入此。
X18,禽、蛋加工与制品,X10/29,家禽、野禽、蛋品等。
X20,水产加工与制品,X10/29,鱼、海兽、贝类、甲壳类、藻类的淡干制品、腌制品等。
X22,肉类加工制品,X10/29,牛、羊、猪等家蓄及野生动物的屠宰与加工（冷冻、干制、腌制、蒸制等）制品。
X24,果类加工与制品,X10/29,仁果、核果、浆果、坚果、杂果、柑桔、热带果、亚热带果、多年生草本果等。蜜饯入此。
X26,蔬菜加工与制品,X10/29,干菜、酱菜、腌菜、泡菜、渍菜等。
X28,焙烤制品,X10/29,糕点、饼干、面包等。
X30,制糖与糖制品综合,X30/34,
X31,制糖,X30/34,甘蔗糖、甜菜糖、淀粉糖、乳糖等。精加工蜂蜜与制品入此。
X33,加工糖,X30/34,糖果等。
X34,制糖副产品,X30/34,
X35,制盐综合,X35/39,
X37,原盐,X35/39,
X38,盐制品,X35/39,盐副产品入此。
X40,食品添加剂与食用香料综合,X40/49,
X41,天然食品添加剂,X40/49,
X42,合成食品添加剂,X40/49,
X44,食用香料,X40/49,
X46,食用香精,X40/49,
X50,饮料综合,X50/59,碳酸、果汁、菜汁、乳、植物蛋白、固体、矿泉水等饮料。
X51,饮料制品,X50/59,酒精饮料入X60/63。
X53,冷食制品,X50/59,冰棍、冰激凌等。
X55,茶叶制品,X50/59,红茶、绿茶、花茶、乌龙茶、紧压茶等的再加工制品与成品。
X60,食品发酵、酿造综合,X60/69,发酵原料、发酵微生物、发酵工艺、酿造试验等。
X61,蒸馏酒,X60/69,白酒、茅台酒、白兰地等。
X62,发酵酒,X60/69,啤酒、黄酒、葡萄酒、果酒等。
X63,配制酒,X60/69,粮食制的酒精入此。
X66,调味品,X60/69,酱油、醋、红曲、味精、调味粉、合成调味品等。食盐入X35/39。
X69,其他发酵制品,X60/69,柠檬酸、食用酵母等。
X70,罐头综合,X70/79,
X71,肉类罐头,X70/79,猪、牛、羊等肉类罐头。
X72,禽类罐头,X70/79,
X73,水产罐头,X70/79,鱼类、海兽、贝类、甲壳类、藻类罐头等。
X74,水果罐头,X70/79,
X77,蔬菜罐头,X70/79,豆类罐头入此。
X79,其他罐头,X70/79,木耳、蘑菇、酱罐头、干果酱等。
X80,特种食品综合,X80/84,
X81,膨化压缩食品,X80/84,
X82,儿童食品,X80/84,强化食品等。
X83,保健食品,X80/84,
X85,制烟综合,X85/89,
X86,烟草加工,X85/89,烟草初加工入B35。
X87,烟草制品,X85/89,卷烟、雪茄烟、斗烟、水烟、鼻烟、烟砖、烟饼等。
X89,其他,X85/89,烟草综合利用等。
X90,食品加工机械综合,X90/99,
X91,粮食与油脂加工机械,X90/99,
X92,罐头加工机械,X90/99,
X93,制糖机械,X90/99,
X94,制烟机械,X90/99,
X95,酿造机械,X90/99,
X96,制盐机械,X90/99,
X99,其他食品加工机械,X90/99,茶叶、水产品、肉类、乳品、糕点、冷食、特种食品加工机械等。
Y00,标准化、质量管理,Y00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
Y01,技术管理,Y00/09,技术文件管理，能源管理，设备、工具管理等。
Y02,经济管理,Y00/09,计划、供销、财务、劳资管理等。
Y04,基础标准与通用方法,Y00/09,术语，符号，取样、制样方法，通用试验方法等。
Y07,电子计算机应用,Y00/09,
Y08,标志、包装、运输、贮存,Y00/09,
Y09,卫生、安全、劳动保护,Y00/09,
Y11,钟表,Y10/19,计时仪器、定时仪器、特种用途的钟表、分子钟、原子钟等入N96。
Y14,自行车,Y10/19,以链条飞轮驱动后轮的儿童自行车与残疾人车、轮椅、电动自行车等入此。
Y17,缝纫机,Y10/19,家用、工业用缝纫机等。
Y20,日用玻璃、陶瓷、搪瓷、塑料制品综合,Y20/29,术语、分类、通用试验方法等。
Y22,日用玻璃制品,Y20/29,
Y24,日用陶瓷制品,Y20/29,
Y26,日用搪瓷制品,Y20/29,
Y28,日用塑料制品,Y20/29,
Y30,造纸综合,Y30/39,基础标准，通用分析、试验方法等。
Y31,纸浆与纸板,Y30/39,
Y32,纸,Y30/39,工业与各种特殊技术用纸，农副业与渔业用纸，加工纸（涂布加工纸、变形加工纸）等。
Y33,纸制品,Y30/39,纸箱、纸盒等。薄册、卡片等文教用品入Y50。
Y39,其他纸,Y30/39,卫生纸入此。
Y40,日用化工品综合,Y40/44,分类、术语、通用试验方法等。
Y41,香精、香料,Y40/44,食用香精香料入X44/46。
Y42,化妆品,Y40/44,
Y43,牙膏、肥皂、洗涤剂,Y40/44,精甘油入此。
Y44,其他日用化工品,Y40/44,
Y45,皮革加工与制品综合,Y45/49,基础标准、制革工艺规程等。
Y46,毛皮、皮革,Y45/49,各种工业用革，文体用品、服装及鞋帽用革等。
Y47,人造革、合成革,Y45/49,
Y48,毛皮、皮革与人造革制品,Y45/49,箱、包、袋、工业皮革制品等。皮鞋入Y78，球类入Y56。
Y49,毛皮副产品与综合利用,Y45/49,
Y50,文具、绘图仪器、簿册、卡片,Y50/59,绘画颜料、粉笔入此。
Y51,教学专用仪器,Y50/59,教学用分科仪器、模型、标本等。通用仪器入N类。
Y52,学校专用设备,Y50/59,教室设备（课桌、课椅、黑板等）、实验室设备（实验台等）、特殊设备等。
Y53,其他教具,Y50/59,学前教具、特教用具（残疾儿童用教具）、采集用具等。
Y54,办公用品及办公机具,Y50/59,办公用品及打字机、油印机、珠算、透明胶纸、不粘胶等。
Y55,体育设施及器械,Y50/59,体育场设施、体育比赛设备、各种体育器械等。航空体育设备入V59。
Y56,体育用品,Y50/59,各种体育用品及军体用品等。汽枪、猎枪、烟火枪、信号枪及其弹药等入此。运动服、运动鞋入Y75/79。
Y57,玩具,Y50/59,各种游艺活动设备、器具、玩具、童车等。
Y58,乐器,Y50/59,中西乐器、乐器辅助用品等。
Y60,家用电器基础标准与通用方法,Y60/69,低压电器通用的基础与方法标准入K30/39。
Y61,家用空调与冷藏器具,Y60/69,家用的空调器、电风扇、电冰箱等。
Y62,家用清洁、整容器具,Y60/69,家用的洗衣机、吸尘器、理发用器具、刮胡子刀等。
Y63,家用电热器具,Y60/69,家用的电炉、电饭煲、熨斗、电褥子等。
Y64,家用保健器具,Y60/69,家用按摩器、健美器具等。
Y68,炊事机具、基础标准与通用方法,Y60/69,炉灶、炊事器具、餐具、绞肉机、和面机、切面机等。煤气灶入Q82。
Y69,其他,Y60/69,家用门铃、蜂鸣器等。
Y70,五金制品综合,Y70/74,术语、分类等。
Y71,建筑五金,Y70/74,门窗五金（插销、拉手、合页、窗栓等）、水暖器材、配件、管件等。散热器入Q76。
Y72,金属丝制品,Y70/74,金属丝网、金属板网、元钢钉、鞋钉、泡钉等。
Y73,日用五金制品,Y70/74,日用金属器皿、金属容器、刀、剪、锁、拉链、缝针、发卡等。日用机具入Y60/69。
